link
https://en.wikipedia.org/wiki/List_of_acid_rock_artists
https://en.wikipedia.org/wiki/List_of_adult_alternative_artists
https://en.wikipedia.org/wiki/List_of_alternative_country_musicians
https://en.wikipedia.org/wiki/List_of_alternative_hip_hop_artists
https://en.wikipedia.org/wiki/List_of_alternative_metal_artists
https://en.wikipedia.org/wiki/List_of_alternative_rock_artists
https://en.wikipedia.org/wiki/List_of_ambient_music_artists
https://en.wikipedia.org/wiki/List_of_anarcho-punk_bands
https://en.wikipedia.org/wiki/List_of_Arabic_pop_musicians
