link
https://en.wikipedia.org//wiki/The_13th_Floor_Elevators
https://en.wikipedia.org//wiki/Alice_Cooper_(band)
https://en.wikipedia.org//wiki/The_Amboy_Dukes
https://en.wikipedia.org//wiki/Amon_D%C3%BC%C3%BCl
https://en.wikipedia.org//wiki/Big_Brother_and_the_Holding_Company
https://en.wikipedia.org//wiki/Black_Sabbath
https://en.wikipedia.org//wiki/Blue_Cheer
https://en.wikipedia.org//wiki/Blues_Magoos
https://en.wikipedia.org//wiki/The_Charlatans_(American_band)
https://en.wikipedia.org//wiki/Count_Five
https://en.wikipedia.org//wiki/Country_Joe_and_the_Fish
https://en.wikipedia.org//wiki/Coven_(band)
https://en.wikipedia.org//wiki/Cream_(band)
https://en.wikipedia.org//wiki/Deep_Purple
https://en.wikipedia.org//wiki/The_Deviants_(band)
https://en.wikipedia.org//wiki/The_Doors
https://en.wikipedia.org//wiki/The_Electric_Prunes
https://en.wikipedia.org//wiki/The_Fugs
https://en.wikipedia.org//wiki/Grateful_Dead
https://en.wikipedia.org//wiki/The_Great_Society_(band)
https://en.wikipedia.org//wiki/The_Groundhogs
https://en.wikipedia.org//wiki/Hawkwind
https://en.wikipedia.org//wiki/Iron_Butterfly
https://en.wikipedia.org//wiki/Jefferson_Airplane
https://en.wikipedia.org//wiki/The_Jimi_Hendrix_Experience
https://en.wikipedia.org//wiki/Janis_Joplin
https://en.wikipedia.org//wiki/JPT_Scare_Band
https://en.wikipedia.org//wiki/Love_(band)
https://en.wikipedia.org//wiki/MC5
https://en.wikipedia.org//wiki/Moby_Grape
https://en.wikipedia.org//wiki/The_Music_Machine
https://en.wikipedia.org//wiki/Quicksilver_Messenger_Service
https://en.wikipedia.org//wiki/Santana_(band)
https://en.wikipedia.org//wiki/The_Seeds
https://en.wikipedia.org//wiki/Grace_Slick
https://en.wikipedia.org//wiki/Steppenwolf_(band)
https://en.wikipedia.org//wiki/Tully_(band)
https://en.wikipedia.org//wiki/Vanilla_Fudge
https://en.wikipedia.org//wiki/Wooden_Shjips
